EstablecimientoCodigo,EstablecimientoGlosa,RegionCodigo,RegionGlosa,ComunaCodigo,ComunaGlosa,ServicioSaludCodigo,ServicioSaludGlosa,TipoEstablecimiento,DependenciaAdministrativa,NivelAtencion,TipoUrgencia,Latitud,Longitud,NivelComplejidad,Anio,SemanaEstadistica,OrdenCausa,Causa,NumTotal,NumMenor1Anio,Num1a4Anios,Num5a14Anios,Num15a64Anios,Num65oMas
,,,,,,,,,,,,,,,2026,11,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,50,8,Crisis obstructiva bronquial (J40-J46),1,0,0,0,1,0
,,,,,,,,,,,,,,,2025,19,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,8,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2022,45,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,7,4,IRA Alta (J00-J06),59,2,8,20,26,3
,,,,,,,,,,,,,,,2026,5,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,15,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,3,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,10,6,Neumonía (J12-J18),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,33,4,IRA Alta (J00-J06),148,5,20,34,76,13
,,,,,,,,,,,,,,,2022,7,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,15,8,Crisis obstructiva bronquial (J40-J46),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,32,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,4,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,14,7,Bronquitis/bronquiolitis aguda (J20-J21),23,0,2,7,9,5
,,,,,,,,,,,,,,,2026,7,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,12,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,16,7,Bronquitis/bronquiolitis aguda (J20-J21),27,0,2,4,16,5
,,,,,,,,,,,,,,,2023,34,8,Crisis obstructiva bronquial (J40-J46),1,0,0,0,1,0
,,,,,,,,,,,,,,,2026,17,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,3,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2021,45,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,49,4,IRA Alta (J00-J06),5,0,1,1,3,0
,,,,,,,,,,,,,,,2025,30,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,45,8,Crisis obstructiva bronquial (J40-J46),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,9,7,Bronquitis/bronquiolitis aguda (J20-J21),2,0,1,1,0,0
,,,,,,,,,,,,,,,2026,9,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2022,32,7,Bronquitis/bronquiolitis aguda (J20-J21),4,0,0,2,2,0
,,,,,,,,,,,,,,,2024,52,7,Bronquitis/bronquiolitis aguda (J20-J21),34,1,3,4,23,3
,,,,,,,,,,,,,,,2024,38,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2023,17,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),34,0,7,10,14,3
,,,,,,,,,,,,,,,2026,10,7,Bronquitis/bronquiolitis aguda (J20-J21),8,0,1,3,4,0
,,,,,,,,,,,,,,,2022,48,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",44,2,0,4,33,5
,,,,,,,,,,,,,,,2026,10,6,Neumonía (J12-J18),3,0,0,0,2,1
,,,,,,,,,,,,,,,2024,29,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2022,13,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),308,10,55,114,122,7
,,,,,,,,,,,,,,,2025,43,4,IRA Alta (J00-J06),166,4,29,56,67,10
,,,,,,,,,,,,,,,2025,38,6,Neumonía (J12-J18),7,0,0,0,3,4
,,,,,,,,,,,,,,,2022,40,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,11,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,13,6,Neumonía (J12-J18),4,0,0,2,1,1
,,,,,,,,,,,,,,,2025,48,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,15,4,IRA Alta (J00-J06),66,1,6,28,28,3
,,,,,,,,,,,,,,,2022,34,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",79,0,3,8,59,9
,,,,,,,,,,,,,,,2025,4,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,29,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,34,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,53,8,Crisis obstructiva bronquial (J40-J46),1,0,0,1,0,0
,,,,,,,,,,,,,,,2025,23,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,6,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2022,3,6,Neumonía (J12-J18),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,7,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,38,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,50,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,15,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,18,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,37,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,15,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,4,4,IRA Alta (J00-J06),12,0,0,3,6,3
,,,,,,,,,,,,,,,2025,36,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,35,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,16,4,IRA Alta (J00-J06),14,1,0,2,7,4
,,,,,,,,,,,,,,,2021,9,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,7,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",4,0,0,0,4,0
,,,,,,,,,,,,,,,2025,49,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,5,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,3,4,IRA Alta (J00-J06),10,0,1,1,5,3
,,,,,,,,,,,,,,,2025,1,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,49,4,IRA Alta (J00-J06),174,2,21,39,102,10
,,,,,,,,,,,,,,,2024,41,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,22,5,Influenza (J09-J11),8,0,0,4,4,0
,,,,,,,,,,,,,,,2023,6,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",1,0,0,0,1,0
,,,,,,,,,,,,,,,2025,49,8,Crisis obstructiva bronquial (J40-J46),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,13,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,37,7,Bronquitis/bronquiolitis aguda (J20-J21),17,0,0,6,10,1
,,,,,,,,,,,,,,,2026,14,7,Bronquitis/bronquiolitis aguda (J20-J21),15,0,1,0,10,4
,,,,,,,,,,,,,,,2026,13,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",16,0,1,2,5,8
,,,,,,,,,,,,,,,2026,18,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),47,0,8,14,21,4
,,,,,,,,,,,,,,,2025,50,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,2,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,43,6,Neumonía (J12-J18),7,1,0,2,2,2
,,,,,,,,,,,,,,,2024,42,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,4,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),122,3,9,16,74,20
,,,,,,,,,,,,,,,2025,2,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),90,1,17,12,47,13
,,,,,,,,,,,,,,,2022,26,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2023,27,8,Crisis obstructiva bronquial (J40-J46),9,0,0,1,5,3
,,,,,,,,,,,,,,,2025,29,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,28,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),49,0,8,16,22,3
,,,,,,,,,,,,,,,2024,22,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",1,0,1,0,0,0
,,,,,,,,,,,,,,,2025,26,6,Neumonía (J12-J18),20,0,0,0,9,11
,,,,,,,,,,,,,,,2024,7,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",1,0,0,0,1,0
,,,,,,,,,,,,,,,2025,4,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2023,42,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,40,5,Influenza (J09-J11),7,0,1,1,5,0
,,,,,,,,,,,,,,,2025,38,6,Neumonía (J12-J18),0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,52,6,Neumonía (J12-J18),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,52,6,Neumonía (J12-J18),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,36,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,27,8,Crisis obstructiva bronquial (J40-J46),1,0,0,0,1,0
,,,,,,,,,,,,,,,2026,11,8,Crisis obstructiva bronquial (J40-J46),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,50,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,21,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),402,8,48,91,192,63
,,,,,,,,,,,,,,,2025,52,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,34,7,Bronquitis/bronquiolitis aguda (J20-J21),85,0,9,22,42,12
,,,,,,,,,,,,,,,2024,43,7,Bronquitis/bronquiolitis aguda (J20-J21),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,39,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),319,11,30,61,178,39
,,,,,,,,,,,,,,,2025,49,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,5,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,26,4,IRA Alta (J00-J06),59,4,12,8,31,4
,,,,,,,,,,,,,,,2024,37,8,Crisis obstructiva bronquial (J40-J46),4,0,0,1,3,0
,,,,,,,,,,,,,,,2024,38,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,25,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),256,7,45,46,126,32
,,,,,,,,,,,,,,,2026,4,8,Crisis obstructiva bronquial (J40-J46),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,49,8,Crisis obstructiva bronquial (J40-J46),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,41,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,13,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",7,0,0,2,4,1
,,,,,,,,,,,,,,,2023,52,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",1,0,0,0,1,0
,,,,,,,,,,,,,,,2026,15,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,15,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,19,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),359,6,23,92,221,17
,,,,,,,,,,,,,,,2026,11,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,48,7,Bronquitis/bronquiolitis aguda (J20-J21),48,0,12,9,24,3
,,,,,,,,,,,,,,,2024,22,8,Crisis obstructiva bronquial (J40-J46),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,3,6,Neumonía (J12-J18),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,2,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,39,8,Crisis obstructiva bronquial (J40-J46),2,0,0,0,0,2
,,,,,,,,,,,,,,,2026,13,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,13,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,38,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,37,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,28,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),224,4,25,38,130,27
,,,,,,,,,,,,,,,2025,14,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,26,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,2,7,Bronquitis/bronquiolitis aguda (J20-J21),2,1,0,0,0,1
,,,,,,,,,,,,,,,2025,44,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,23,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,3,8,Crisis obstructiva bronquial (J40-J46),0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,33,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),293,5,46,72,141,29
,,,,,,,,,,,,,,,2026,2,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2021,47,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,4,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,25,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",2,0,0,0,2,0
,,,,,,,,,,,,,,,2024,30,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,2,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",8,0,1,1,5,1
,,,,,,,,,,,,,,,2025,52,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,30,8,Crisis obstructiva bronquial (J40-J46),5,0,0,1,2,2
,,,,,,,,,,,,,,,2025,46,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,18,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,40,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,36,6,Neumonía (J12-J18),2,0,0,0,1,1
,,,,,,,,,,,,,,,2023,5,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,8,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,40,7,Bronquitis/bronquiolitis aguda (J20-J21),7,0,0,0,5,2
,,,,,,,,,,,,,,,2025,45,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,14,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",1,0,0,0,0,1
,,,,,,,,,,,,,,,2026,11,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),50,1,7,12,30,0
,,,,,,,,,,,,,,,2025,22,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,50,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,48,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,41,7,Bronquitis/bronquiolitis aguda (J20-J21),73,4,10,21,29,9
,,,,,,,,,,,,,,,2025,29,6,Neumonía (J12-J18),9,0,2,1,4,2
,,,,,,,,,,,,,,,2025,29,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,7,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,4,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),22,1,2,2,12,5
,,,,,,,,,,,,,,,2025,53,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,25,7,Bronquitis/bronquiolitis aguda (J20-J21),82,3,24,10,31,14
,,,,,,,,,,,,,,,2026,3,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,33,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,52,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",1,0,0,0,1,0
,,,,,,,,,,,,,,,2024,29,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),70,2,7,18,37,6
,,,,,,,,,,,,,,,2026,6,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2021,32,7,Bronquitis/bronquiolitis aguda (J20-J21),5,0,0,0,5,0
,,,,,,,,,,,,,,,2025,34,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,29,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,41,8,Crisis obstructiva bronquial (J40-J46),4,1,0,2,0,1
,,,,,,,,,,,,,,,2025,16,4,IRA Alta (J00-J06),192,5,30,46,97,14
,,,,,,,,,,,,,,,2025,39,7,Bronquitis/bronquiolitis aguda (J20-J21),49,2,8,7,24,8
,,,,,,,,,,,,,,,2024,52,4,IRA Alta (J00-J06),122,1,17,32,59,13
,,,,,,,,,,,,,,,2024,51,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,3,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",8,1,0,0,2,5
,,,,,,,,,,,,,,,2022,36,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,1,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,48,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,53,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,23,4,IRA Alta (J00-J06),267,1,22,81,143,20
,,,,,,,,,,,,,,,2025,30,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,19,8,Crisis obstructiva bronquial (J40-J46),1,0,0,1,0,0
,,,,,,,,,,,,,,,2026,5,6,Neumonía (J12-J18),4,0,0,0,2,2
,,,,,,,,,,,,,,,2026,15,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,8,7,Bronquitis/bronquiolitis aguda (J20-J21),5,0,0,1,4,0
,,,,,,,,,,,,,,,2026,14,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,22,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,6,4,IRA Alta (J00-J06),44,0,3,8,31,2
,,,,,,,,,,,,,,,2023,50,4,IRA Alta (J00-J06),165,3,26,52,77,7
,,,,,,,,,,,,,,,2025,12,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2023,19,4,IRA Alta (J00-J06),308,12,44,86,154,12
,,,,,,,,,,,,,,,2025,50,8,Crisis obstructiva bronquial (J40-J46),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,8,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,1,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,18,8,Crisis obstructiva bronquial (J40-J46),3,0,0,0,1,2
,,,,,,,,,,,,,,,2024,9,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",24,0,0,1,16,7
,,,,,,,,,,,,,,,2026,12,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,31,8,Crisis obstructiva bronquial (J40-J46),7,0,0,2,1,4
,,,,,,,,,,,,,,,2025,33,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,48,7,Bronquitis/bronquiolitis aguda (J20-J21),8,0,0,1,4,3
,,,,,,,,,,,,,,,2025,15,7,Bronquitis/bronquiolitis aguda (J20-J21),87,1,5,23,47,11
,,,,,,,,,,,,,,,2025,48,6,Neumonía (J12-J18),0,0,0,0,0,0
,,,,,,,,,,,,,,,2023,12,4,IRA Alta (J00-J06),323,10,36,89,181,7
,,,,,,,,,,,,,,,2024,51,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),192,3,16,34,109,30
,,,,,,,,,,,,,,,2026,8,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,49,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2022,10,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,15,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",4,0,0,0,4,0
,,,,,,,,,,,,,,,2022,52,4,IRA Alta (J00-J06),5,0,0,0,4,1
,,,,,,,,,,,,,,,2026,8,8,Crisis obstructiva bronquial (J40-J46),1,0,0,0,1,0
,,,,,,,,,,,,,,,2025,4,8,Crisis obstructiva bronquial (J40-J46),1,0,0,0,1,0
,,,,,,,,,,,,,,,2026,8,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,35,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2022,41,6,Neumonía (J12-J18),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,14,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),14,0,0,6,7,1
,,,,,,,,,,,,,,,2026,11,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",14,0,3,5,4,2
,,,,,,,,,,,,,,,2024,23,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,18,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2022,11,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,107,1,7,28,68,3
,,,,,,,,,,,,,,,2026,11,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2022,21,7,Bronquitis/bronquiolitis aguda (J20-J21),75,1,18,26,24,6
,,,,,,,,,,,,,,,2022,38,4,IRA Alta (J00-J06),13,1,1,3,7,1
,,,,,,,,,,,,,,,2025,48,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,6,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,21,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",4,0,0,0,3,1
,,,,,,,,,,,,,,,2026,2,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2022,28,7,Bronquitis/bronquiolitis aguda (J20-J21),25,1,1,3,12,8
,,,,,,,,,,,,,,,2025,33,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),357,9,53,101,160,34
,,,,,,,,,,,,,,,2022,30,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2021,40,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,6,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
