EstablecimientoCodigo,EstablecimientoGlosa,RegionCodigo,RegionGlosa,ComunaCodigo,ComunaGlosa,ServicioSaludCodigo,ServicioSaludGlosa,TipoEstablecimiento,DependenciaAdministrativa,NivelAtencion,TipoUrgencia,Latitud,Longitud,NivelComplejidad,Anio,SemanaEstadistica,OrdenCausa,Causa,NumTotal,NumMenor1Anio,Num1a4Anios,Num5a14Anios,Num15a64Anios,Num65oMas
,,,,,,,,,,,,,,,2024,21,4,IRA Alta (J00-J06),54,1,4,16,30,3
,,,,,,,,,,,,,,,2026,16,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,29,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,50,4,IRA Alta (J00-J06),30,0,2,12,15,1
,,,,,,,,,,,,,,,2025,5,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,39,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,10,4,IRA Alta (J00-J06),42,0,3,9,27,3
,,,,,,,,,,,,,,,2025,42,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,13,6,Neumonía (J12-J18),1,0,0,0,0,1
,,,,,,,,,,,,,,,2024,16,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,18,7,Bronquitis/bronquiolitis aguda (J20-J21),1,0,0,0,1,0
,,,,,,,,,,,,,,,2022,7,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",3,0,0,0,1,2
,,,,,,,,,,,,,,,2026,17,6,Neumonía (J12-J18),17,0,0,2,9,6
,,,,,,,,,,,,,,,2022,45,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",20,0,3,6,11,0
,,,,,,,,,,,,,,,2026,13,6,Neumonía (J12-J18),8,0,0,0,5,3
,,,,,,,,,,,,,,,2026,8,7,Bronquitis/bronquiolitis aguda (J20-J21),5,2,0,1,2,0
,,,,,,,,,,,,,,,2025,45,8,Crisis obstructiva bronquial (J40-J46),1,0,0,0,1,0
,,,,,,,,,,,,,,,2025,31,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,11,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,2,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,45,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2022,23,8,Crisis obstructiva bronquial (J40-J46),12,0,0,3,6,3
,,,,,,,,,,,,,,,2026,13,4,IRA Alta (J00-J06),18,1,1,3,8,5
,,,,,,,,,,,,,,,2025,36,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,7,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,38,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),294,7,47,60,143,37
,,,,,,,,,,,,,,,2025,35,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,25,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),49,1,3,7,33,5
,,,,,,,,,,,,,,,2025,53,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),33,0,3,6,22,2
,,,,,,,,,,,,,,,2023,4,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",8,0,0,1,7,0
,,,,,,,,,,,,,,,2026,4,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,20,8,Crisis obstructiva bronquial (J40-J46),0,0,0,0,0,0
,,,,,,,,,,,,,,,2022,8,8,Crisis obstructiva bronquial (J40-J46),1,0,0,0,1,0
,,,,,,,,,,,,,,,2025,45,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",1,0,1,0,0,0
,,,,,,,,,,,,,,,2025,6,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",1,0,0,0,1,0
,,,,,,,,,,,,,,,2024,38,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,50,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,46,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,24,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2022,50,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,39,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),59,3,6,10,25,15
,,,,,,,,,,,,,,,2025,46,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",0,0,0,0,0,0
,,,,,,,,,,,,,,,2022,23,7,Bronquitis/bronquiolitis aguda (J20-J21),5,0,1,2,1,1
,,,,,,,,,,,,,,,2025,46,7,Bronquitis/bronquiolitis aguda (J20-J21),32,1,3,6,14,8
,,,,,,,,,,,,,,,2025,27,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,49,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,3,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,6,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,27,8,Crisis obstructiva bronquial (J40-J46),14,0,1,4,3,6
,,,,,,,,,,,,,,,2025,33,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,4,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),6,0,0,1,4,1
,,,,,,,,,,,,,,,2025,46,6,Neumonía (J12-J18),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,14,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2022,27,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",56,1,2,4,45,4
,,,,,,,,,,,,,,,2026,12,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),80,1,4,23,38,14
,,,,,,,,,,,,,,,2026,16,4,IRA Alta (J00-J06),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,5,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",9,0,0,0,5,4
,,,,,,,,,,,,,,,2024,9,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,32,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,20,7,Bronquitis/bronquiolitis aguda (J20-J21),88,1,7,33,36,11
,,,,,,,,,,,,,,,2024,46,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",16,0,0,0,14,2
,,,,,,,,,,,,,,,2023,19,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,43,8,Crisis obstructiva bronquial (J40-J46),0,0,0,0,0,0
,,,,,,,,,,,,,,,2023,41,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),44,3,6,18,12,5
,,,,,,,,,,,,,,,2026,9,7,Bronquitis/bronquiolitis aguda (J20-J21),8,3,1,0,4,0
,,,,,,,,,,,,,,,2023,3,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),9,0,2,2,4,1
,,,,,,,,,,,,,,,2025,28,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,50,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,9,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,6,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",11,1,2,0,7,1
,,,,,,,,,,,,,,,2024,11,6,Neumonía (J12-J18),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,51,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,17,8,Crisis obstructiva bronquial (J40-J46),1,0,0,1,0,0
,,,,,,,,,,,,,,,2025,41,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),65,1,14,11,34,5
,,,,,,,,,,,,,,,2026,17,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2022,46,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,5,1,0,2,2,0
,,,,,,,,,,,,,,,2025,13,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,27,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,50,6,Neumonía (J12-J18),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,46,8,Crisis obstructiva bronquial (J40-J46),2,0,0,0,2,0
,,,,,,,,,,,,,,,2022,12,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,16,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,12,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,8,7,Bronquitis/bronquiolitis aguda (J20-J21),7,1,0,0,0,6
,,,,,,,,,,,,,,,2025,42,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",1,0,1,0,0,0
,,,,,,,,,,,,,,,2026,9,4,IRA Alta (J00-J06),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,23,6,Neumonía (J12-J18),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,20,8,Crisis obstructiva bronquial (J40-J46),1,0,0,1,0,0
,,,,,,,,,,,,,,,2023,36,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2021,39,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,27,7,Bronquitis/bronquiolitis aguda (J20-J21),32,0,3,8,16,5
,,,,,,,,,,,,,,,2025,35,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,7,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,51,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,31,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,49,7,Bronquitis/bronquiolitis aguda (J20-J21),13,0,1,3,9,0
,,,,,,,,,,,,,,,2024,10,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,24,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,39,4,IRA Alta (J00-J06),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,7,6,Neumonía (J12-J18),1,0,0,0,1,0
,,,,,,,,,,,,,,,2026,13,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,8,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),30,2,2,2,22,2
,,,,,,,,,,,,,,,2025,18,4,IRA Alta (J00-J06),36,0,6,11,19,0
,,,,,,,,,,,,,,,2025,50,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2023,48,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,15,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2022,34,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,7,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,10,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,11,4,IRA Alta (J00-J06),78,0,8,29,39,2
,,,,,,,,,,,,,,,2024,43,8,Crisis obstructiva bronquial (J40-J46),2,0,0,0,1,1
,,,,,,,,,,,,,,,2026,18,4,IRA Alta (J00-J06),0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,15,7,Bronquitis/bronquiolitis aguda (J20-J21),6,0,1,1,3,1
,,,,,,,,,,,,,,,2024,1,8,Crisis obstructiva bronquial (J40-J46),1,0,0,0,1,0
,,,,,,,,,,,,,,,2024,46,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,32,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),85,2,14,29,34,6
,,,,,,,,,,,,,,,2026,2,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,49,7,Bronquitis/bronquiolitis aguda (J20-J21),37,3,8,11,13,2
,,,,,,,,,,,,,,,2026,1,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,51,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2022,18,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),317,7,65,114,118,13
,,,,,,,,,,,,,,,2024,41,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),213,9,32,59,97,16
,,,,,,,,,,,,,,,2022,27,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,8,6,Neumonía (J12-J18),3,0,0,0,2,1
,,,,,,,,,,,,,,,2022,1,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,1,0,0,1,0,0
,,,,,,,,,,,,,,,2025,18,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),51,0,5,11,27,8
,,,,,,,,,,,,,,,2025,9,7,Bronquitis/bronquiolitis aguda (J20-J21),1,0,0,1,0,0
,,,,,,,,,,,,,,,2022,50,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,40,8,Crisis obstructiva bronquial (J40-J46),5,0,0,0,4,1
,,,,,,,,,,,,,,,2024,3,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,42,7,Bronquitis/bronquiolitis aguda (J20-J21),13,1,0,3,9,0
,,,,,,,,,,,,,,,2026,4,7,Bronquitis/bronquiolitis aguda (J20-J21),20,0,2,3,7,8
,,,,,,,,,,,,,,,2025,49,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",1,0,0,0,0,1
,,,,,,,,,,,,,,,2026,1,7,Bronquitis/bronquiolitis aguda (J20-J21),3,0,1,0,1,1
,,,,,,,,,,,,,,,2026,53,6,Neumonía (J12-J18),1,0,0,0,0,1
,,,,,,,,,,,,,,,2025,32,4,IRA Alta (J00-J06),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,33,4,IRA Alta (J00-J06),182,3,16,49,105,9
,,,,,,,,,,,,,,,2024,35,8,Crisis obstructiva bronquial (J40-J46),6,0,0,1,1,4
,,,,,,,,,,,,,,,2026,53,7,Bronquitis/bronquiolitis aguda (J20-J21),9,1,2,3,3,0
,,,,,,,,,,,,,,,2025,43,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",30,3,5,10,10,2
,,,,,,,,,,,,,,,2025,52,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2021,32,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,15,7,Bronquitis/bronquiolitis aguda (J20-J21),49,2,8,15,17,7
,,,,,,,,,,,,,,,2024,46,8,Crisis obstructiva bronquial (J40-J46),8,0,0,4,1,3
,,,,,,,,,,,,,,,2026,6,6,Neumonía (J12-J18),7,0,0,0,0,7
,,,,,,,,,,,,,,,2025,1,7,Bronquitis/bronquiolitis aguda (J20-J21),13,0,1,0,9,3
,,,,,,,,,,,,,,,2026,5,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,5,7,Bronquitis/bronquiolitis aguda (J20-J21),11,1,2,2,5,1
,,,,,,,,,,,,,,,2021,16,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,1,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2022,46,8,Crisis obstructiva bronquial (J40-J46),3,0,1,1,0,1
,,,,,,,,,,,,,,,2025,24,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,45,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),279,3,30,87,139,20
,,,,,,,,,,,,,,,2022,38,7,Bronquitis/bronquiolitis aguda (J20-J21),52,3,9,15,19,6
,,,,,,,,,,,,,,,2025,6,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,30,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),220,9,44,62,94,11
,,,,,,,,,,,,,,,2025,18,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,13,7,Bronquitis/bronquiolitis aguda (J20-J21),11,0,0,5,5,1
,,,,,,,,,,,,,,,2023,21,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,11,7,Bronquitis/bronquiolitis aguda (J20-J21),21,4,7,4,5,1
,,,,,,,,,,,,,,,2026,10,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2022,39,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,3,0,1,1,1,0
,,,,,,,,,,,,,,,2025,38,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,3,6,Neumonía (J12-J18),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,27,7,Bronquitis/bronquiolitis aguda (J20-J21),10,0,0,3,5,2
,,,,,,,,,,,,,,,2026,12,8,Crisis obstructiva bronquial (J40-J46),1,0,0,0,0,1
,,,,,,,,,,,,,,,2022,12,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,2,8,Crisis obstructiva bronquial (J40-J46),7,0,0,1,5,1
,,,,,,,,,,,,,,,2025,53,6,Neumonía (J12-J18),0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,22,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),128,2,9,25,82,10
,,,,,,,,,,,,,,,2026,12,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,15,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),151,2,20,48,69,12
,,,,,,,,,,,,,,,2025,17,6,Neumonía (J12-J18),9,0,0,0,8,1
,,,,,,,,,,,,,,,2025,51,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,13,4,IRA Alta (J00-J06),77,1,8,15,46,7
,,,,,,,,,,,,,,,2026,16,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),168,7,28,39,81,13
,,,,,,,,,,,,,,,2026,8,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,50,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,2,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,14,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2023,16,7,Bronquitis/bronquiolitis aguda (J20-J21),64,2,9,26,19,8
,,,,,,,,,,,,,,,2025,29,8,Crisis obstructiva bronquial (J40-J46),4,0,0,1,1,2
,,,,,,,,,,,,,,,2025,46,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,19,7,Bronquitis/bronquiolitis aguda (J20-J21),55,0,4,9,35,7
,,,,,,,,,,,,,,,2026,1,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,24,6,Neumonía (J12-J18),22,0,1,0,4,17
,,,,,,,,,,,,,,,2024,13,6,Neumonía (J12-J18),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,23,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,9,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,53,6,Neumonía (J12-J18),4,0,0,0,1,3
,,,,,,,,,,,,,,,2025,45,6,Neumonía (J12-J18),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,10,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),89,1,3,15,57,13
,,,,,,,,,,,,,,,2026,15,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),15,2,2,2,5,4
,,,,,,,,,,,,,,,2026,2,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,10,4,IRA Alta (J00-J06),33,0,2,16,12,3
,,,,,,,,,,,,,,,2026,5,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,6,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,28,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,46,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,53,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,4,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,13,8,Crisis obstructiva bronquial (J40-J46),2,0,0,0,0,2
,,,,,,,,,,,,,,,2026,5,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,31,7,Bronquitis/bronquiolitis aguda (J20-J21),3,0,1,0,1,1
,,,,,,,,,,,,,,,2025,52,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,15,4,IRA Alta (J00-J06),95,2,10,16,60,7
,,,,,,,,,,,,,,,2026,8,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,18,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,53,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,15,7,Bronquitis/bronquiolitis aguda (J20-J21),0,0,0,0,0,0
,,,,,,,,,,,,,,,2022,43,4,IRA Alta (J00-J06),5,0,1,2,1,1
,,,,,,,,,,,,,,,2025,50,8,Crisis obstructiva bronquial (J40-J46),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,40,4,IRA Alta (J00-J06),152,5,21,39,72,15
,,,,,,,,,,,,,,,2026,14,8,Crisis obstructiva bronquial (J40-J46),6,0,1,2,1,2
,,,,,,,,,,,,,,,2026,17,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2022,3,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,14,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,47,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,40,8,Crisis obstructiva bronquial (J40-J46),1,0,0,0,1,0
,,,,,,,,,,,,,,,2025,5,8,Crisis obstructiva bronquial (J40-J46),3,0,0,0,0,3
,,,,,,,,,,,,,,,2026,8,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2024,34,6,Neumonía (J12-J18),2,0,0,0,0,2
,,,,,,,,,,,,,,,2026,8,6,Neumonía (J12-J18),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,4,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),31,0,1,4,21,5
,,,,,,,,,,,,,,,2024,40,34,"- Por covid-19, virus no identificado U07.2",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,3,6,Neumonía (J12-J18),7,0,0,0,5,2
,,,,,,,,,,,,,,,2023,50,5,Influenza (J09-J11),0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,12,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",1,0,0,0,1,0
,,,,,,,,,,,,,,,2025,27,6,Neumonía (J12-J18),9,1,2,0,5,1
,,,,,,,,,,,,,,,2024,38,8,Crisis obstructiva bronquial (J40-J46),1,0,0,0,1,0
,,,,,,,,,,,,,,,2021,46,9,"Otra causa respiratoria no contenidas en las categorías anteriores (J22; J30-J39, J47, J60-J98)",2,0,0,0,2,0
,,,,,,,,,,,,,,,2022,5,35,"- Por covid-19, virus identificado U07.1",0,0,0,0,0,0
,,,,,,,,,,,,,,,2025,36,4,IRA Alta (J00-J06),44,0,6,11,25,2
,,,,,,,,,,,,,,,2026,14,3,TOTAL CAUSA SISTEMA  RESPIRATORIO (J00-J98),39,1,4,9,21,4
,,,,,,,,,,,,,,,2026,17,33,- Causas sistema respiratorio (J00-J98),0,0,0,0,0,0
,,,,,,,,,,,,,,,2026,13,7,Bronquitis/bronquiolitis aguda (J20-J21),13,0,4,5,4,0
,,,,,,,,,,,,,,,2024,6,10,TOTAL ATENCIONES POR COVID-19  Virus no Identificado U07.2,2,0,0,0,2,0
,,,,,,,,,,,,,,,2024,1,11,"TOTAL ATENCIONES POR COVID-19, Virus Identificado U07.1",0,0,0,0,0,0
