region,anio,semana,humedad_relativa_promedio_porcentaje
Bío Bío,2015,30,89.29
Bío Bío,2015,31,90.43
Bío Bío,2015,32,84.0
Bío Bío,2015,33,77.57
Bío Bío,2015,34,87.86
Bío Bío,2015,35,92.71
Bío Bío,2015,36,77.86
Bío Bío,2015,37,73.86
Bío Bío,2015,38,74.43
Bío Bío,2015,39,84.86
Bío Bío,2015,40,89.86
Bío Bío,2015,41,70.86
Bío Bío,2015,42,81.86
Bío Bío,2015,43,82.86
Bío Bío,2015,44,73.0
Bío Bío,2015,45,82.0
Bío Bío,2015,46,78.14
Bío Bío,2015,47,71.57
Bío Bío,2015,48,71.29
Bío Bío,2015,49,75.0
Bío Bío,2015,50,67.29
Bío Bío,2015,51,63.29
Bío Bío,2015,52,70.86
Bío Bío,2015,53,70.14
Bío Bío,2016,1,70.86
Bío Bío,2016,2,70.71
Bío Bío,2016,3,68.71
Bío Bío,2016,4,74.57
Bío Bío,2016,5,66.43
Bío Bío,2016,6,70.29
Bío Bío,2016,7,69.43
Bío Bío,2016,8,64.0
Bío Bío,2016,9,68.71
Bío Bío,2016,10,72.86
Bío Bío,2016,11,67.86
Bío Bío,2016,12,69.14
Bío Bío,2016,13,79.14
Bío Bío,2016,14,77.0
Bío Bío,2016,15,81.29
Bío Bío,2016,16,84.14
Bío Bío,2016,17,79.43
Bío Bío,2016,18,89.14
Bío Bío,2016,19,89.57
Bío Bío,2016,20,90.29
Bío Bío,2016,21,92.29
Bío Bío,2016,22,88.29
Bío Bío,2016,23,83.71
Bío Bío,2016,24,83.43
Bío Bío,2016,25,83.71
Bío Bío,2016,26,88.86
Bío Bío,2016,27,91.0
Bío Bío,2016,28,86.57
Bío Bío,2016,29,93.43
Bío Bío,2016,30,87.29
Bío Bío,2016,31,91.14
Bío Bío,2016,32,86.57
Bío Bío,2016,33,82.43
Bío Bío,2016,34,82.29
Bío Bío,2016,35,67.86
Bío Bío,2016,36,81.14
Bío Bío,2016,37,82.86
Bío Bío,2016,38,76.57
Bío Bío,2016,39,81.43
Bío Bío,2016,40,75.0
Bío Bío,2016,41,83.43
Bío Bío,2016,42,83.29
Bío Bío,2016,43,77.29
Bío Bío,2016,44,78.29
Bío Bío,2016,45,65.57
Bío Bío,2016,46,65.14
Bío Bío,2016,47,77.57
Bío Bío,2016,48,72.86
Bío Bío,2016,49,73.71
Bío Bío,2016,50,61.71
Bío Bío,2016,51,69.43
Bío Bío,2016,52,75.71
Bío Bío,2017,1,73.57
Bío Bío,2017,2,72.71
Bío Bío,2017,3,68.14
Bío Bío,2017,4,69.43
Bío Bío,2017,5,73.57
Bío Bío,2017,6,74.57
Bío Bío,2017,7,84.0
Bío Bío,2017,8,85.29
Bío Bío,2017,9,76.71
Bío Bío,2017,10,78.57
Bío Bío,2017,11,80.71
Bío Bío,2017,12,86.71
Bío Bío,2017,13,87.14
Bío Bío,2017,14,83.29
Bío Bío,2017,15,84.14
Bío Bío,2017,16,85.86
Bío Bío,2017,17,83.71
Bío Bío,2017,18,87.14
Bío Bío,2017,19,85.0
Bío Bío,2017,20,81.29
Bío Bío,2017,21,80.0
Bío Bío,2017,22,88.57
Bío Bío,2017,23,83.57
Bío Bío,2017,24,84.43
Bío Bío,2017,25,85.43
Bío Bío,2017,26,90.14
Bío Bío,2017,27,86.57
Bío Bío,2017,28,76.57
Bío Bío,2017,29,86.14
Bío Bío,2017,30,82.14
Bío Bío,2017,31,80.86
Bío Bío,2017,32,85.71
Bío Bío,2017,33,84.71
Bío Bío,2017,34,82.71
Bío Bío,2017,35,84.0
Bío Bío,2017,36,80.0
Bío Bío,2017,37,78.71
Bío Bío,2017,38,85.29
Bío Bío,2017,39,85.57
Bío Bío,2017,40,86.43
Bío Bío,2017,41,80.0
Bío Bío,2017,42,80.57
Bío Bío,2017,43,81.0
Bío Bío,2017,44,85.71
Bío Bío,2017,45,86.14
Bío Bío,2017,46,77.86
Bío Bío,2017,47,75.14
Bío Bío,2017,48,80.57
Bío Bío,2017,49,83.0
Bío Bío,2017,50,80.43
Bío Bío,2017,51,73.14
Bío Bío,2017,52,81.57
Bío Bío,2018,1,75.0
Bío Bío,2018,2,77.14
Bío Bío,2018,3,78.71
Bío Bío,2018,4,72.29
Bío Bío,2018,5,76.57
Bío Bío,2018,6,73.86
Bío Bío,2018,7,82.0
Bío Bío,2018,8,83.71
Bío Bío,2018,9,80.14
Bío Bío,2018,10,77.29
Bío Bío,2018,11,80.57
Bío Bío,2018,12,83.57
Bío Bío,2018,13,86.86
Bío Bío,2018,14,83.43
Bío Bío,2018,15,86.57
Bío Bío,2018,16,89.86
Bío Bío,2018,17,84.29
Bío Bío,2018,18,85.86
Bío Bío,2018,19,93.29
Bío Bío,2018,20,87.43
Bío Bío,2018,21,87.86
Bío Bío,2018,22,83.14
Bío Bío,2018,23,88.0
Bío Bío,2018,24,85.71
Bío Bío,2018,25,85.14
Bío Bío,2018,26,92.14
Bío Bío,2018,27,86.0
Bío Bío,2018,28,89.14
Bío Bío,2018,29,84.0
Bío Bío,2018,30,83.43
Bío Bío,2018,31,85.71
Bío Bío,2018,32,86.71
Bío Bío,2018,33,77.57
Bío Bío,2018,34,82.0
Bío Bío,2018,35,90.0
Bío Bío,2018,36,83.29
Bío Bío,2018,37,85.86
Bío Bío,2018,38,90.43
Bío Bío,2018,39,82.0
Bío Bío,2018,40,75.86
Bío Bío,2018,41,78.86
Bío Bío,2018,42,84.14
Bío Bío,2018,43,85.57
Bío Bío,2018,44,86.43
Bío Bío,2018,45,83.0
Bío Bío,2018,46,83.43
Bío Bío,2018,47,81.29
Bío Bío,2018,48,78.14
Bío Bío,2018,49,83.71
Bío Bío,2018,50,78.0
Bío Bío,2018,51,79.0
Bío Bío,2018,52,79.14
Bío Bío,2019,1,75.0
Bío Bío,2019,2,78.57
Bío Bío,2019,3,77.86
Bío Bío,2019,4,75.29
Bío Bío,2019,5,76.14
Bío Bío,2019,6,78.71
Bío Bío,2019,7,74.29
Bío Bío,2019,8,84.57
Bío Bío,2019,9,75.29
Bío Bío,2019,10,75.14
Bío Bío,2019,11,83.86
Bío Bío,2019,12,77.43
Bío Bío,2019,13,85.43
Bío Bío,2019,14,79.43
Bío Bío,2019,15,87.29
Bío Bío,2019,16,88.0
Bío Bío,2019,17,88.86
Bío Bío,2019,18,87.0
Bío Bío,2019,19,92.14
Bío Bío,2019,20,84.43
Bío Bío,2019,21,85.14
Bío Bío,2019,22,90.43
Bío Bío,2019,23,93.0
Bío Bío,2019,24,82.71
Bío Bío,2019,25,87.86
Bío Bío,2019,26,85.71
Bío Bío,2019,27,77.29
Bío Bío,2019,28,89.57
Bío Bío,2019,29,85.71
Bío Bío,2019,30,83.29
Bío Bío,2019,31,84.43
Bío Bío,2019,32,83.43
Bío Bío,2019,33,82.29
Bío Bío,2019,34,88.43
Bío Bío,2019,35,83.71
Bío Bío,2019,36,77.14
Bío Bío,2019,37,86.29
Bío Bío,2019,38,76.29
Bío Bío,2019,39,84.86
Bío Bío,2019,40,82.0
Bío Bío,2019,41,78.43
Bío Bío,2019,42,80.43
Bío Bío,2019,43,81.71
Bío Bío,2019,44,81.43
Bío Bío,2019,45,76.29
Bío Bío,2019,46,88.0
Bío Bío,2019,47,79.86
Bío Bío,2019,48,74.14
Bío Bío,2019,49,77.71
Bío Bío,2019,50,77.57
Bío Bío,2019,51,77.43
Bío Bío,2019,52,77.29
Bío Bío,2020,1,78.29
Bío Bío,2020,2,81.43
Bío Bío,2020,3,72.0
Bío Bío,2020,4,79.14
Bío Bío,2020,5,75.29
Bío Bío,2020,6,74.43
Bío Bío,2020,7,77.71
Bío Bío,2020,8,74.71
Bío Bío,2020,9,78.0
Bío Bío,2020,10,81.14
Bío Bío,2020,11,82.0
Bío Bío,2020,12,83.29
Bío Bío,2020,13,89.0
Bío Bío,2020,14,74.43
Bío Bío,2020,15,80.86
Bío Bío,2020,16,87.29
Bío Bío,2020,17,82.29
Bío Bío,2020,18,92.14
Bío Bío,2020,19,85.86
Bío Bío,2020,20,89.0
Bío Bío,2020,21,87.57
Bío Bío,2020,22,79.86
Bío Bío,2020,23,88.0
Bío Bío,2020,24,86.57
Bío Bío,2020,25,90.0
Bío Bío,2020,26,89.14
Bío Bío,2020,27,89.43
Bío Bío,2020,28,85.71
Bío Bío,2020,29,87.86
Bío Bío,2020,30,84.71
Bío Bío,2020,31,86.14
Bío Bío,2020,32,86.0
Bío Bío,2020,33,79.57
Bío Bío,2020,34,75.0
Bío Bío,2020,35,82.71
Bío Bío,2020,36,84.29
Bío Bío,2020,37,85.14
Bío Bío,2020,38,75.14
Bío Bío,2020,39,85.14
Bío Bío,2020,40,79.86
Bío Bío,2020,41,80.43
Bío Bío,2020,42,87.0
Bío Bío,2020,43,82.0
Bío Bío,2020,44,81.14
Bío Bío,2020,45,83.43
Bío Bío,2020,46,82.71
Bío Bío,2020,47,83.57
Bío Bío,2020,48,75.29
Bío Bío,2020,49,77.71
Bío Bío,2020,50,80.43
Bío Bío,2020,51,76.86
Bío Bío,2020,52,79.71
Bío Bío,2020,53,76.57
Bío Bío,2021,1,76.71
Bío Bío,2021,2,72.43
Bío Bío,2021,3,81.71
Bío Bío,2021,4,84.29
Bío Bío,2021,5,87.71
Bío Bío,2021,6,86.57
Bío Bío,2021,7,75.71
Bío Bío,2021,8,81.57
Bío Bío,2021,9,87.14
Bío Bío,2021,10,84.29
Bío Bío,2021,11,84.0
Bío Bío,2021,12,78.14
Bío Bío,2021,13,88.71
Bío Bío,2021,14,86.71
Bío Bío,2021,15,88.0
Bío Bío,2021,16,87.86
Bío Bío,2021,17,92.29
Bío Bío,2021,18,85.29
Bío Bío,2021,19,86.71
Bío Bío,2021,20,88.71
Bío Bío,2021,21,92.0
Bío Bío,2021,22,92.43
Bío Bío,2021,23,88.71
Bío Bío,2021,24,78.14
Bío Bío,2021,25,86.57
Bío Bío,2021,26,84.57
Bío Bío,2021,27,88.86
Bío Bío,2021,28,83.71
Bío Bío,2021,29,89.29
Bío Bío,2021,30,72.71
Bío Bío,2021,31,85.29
Bío Bío,2021,32,84.71
Bío Bío,2021,33,87.14
Bío Bío,2021,34,84.14
Bío Bío,2021,35,88.57
Bío Bío,2021,36,87.43
Bío Bío,2021,37,82.0
Bío Bío,2021,38,82.43
Bío Bío,2021,39,78.86
Bío Bío,2021,40,80.71
Bío Bío,2021,41,81.86
Bío Bío,2021,42,83.86
Bío Bío,2021,43,85.0
Bío Bío,2021,44,82.0
Bío Bío,2021,45,83.43
Bío Bío,2021,46,77.14
Bío Bío,2021,47,76.86
Bío Bío,2021,48,77.43
Bío Bío,2021,49,79.86
Bío Bío,2021,50,79.71
Bío Bío,2021,51,74.43
Bío Bío,2021,52,81.86
Bío Bío,2022,1,85.14
Bío Bío,2022,2,81.0
Bío Bío,2022,3,72.43
Bío Bío,2022,4,83.0
Bío Bío,2022,5,79.0
Bío Bío,2022,6,72.86
Bío Bío,2022,7,79.86
Bío Bío,2022,8,84.0
Bío Bío,2022,9,77.29
Bío Bío,2022,10,79.71
Bío Bío,2022,11,76.86
Bío Bío,2022,12,78.86
Bío Bío,2022,13,75.71
Bío Bío,2022,14,86.0
Bío Bío,2022,15,84.43
Bío Bío,2022,16,92.29
Bío Bío,2022,17,86.29
Bío Bío,2022,18,91.43
Bío Bío,2022,19,86.29
Bío Bío,2022,20,88.86
Bío Bío,2022,21,84.86
Bío Bío,2022,22,88.43
Bío Bío,2022,23,87.0
Bío Bío,2022,24,89.71
Bío Bío,2022,25,87.71
Bío Bío,2022,26,88.43
Bío Bío,2022,27,83.86
Bío Bío,2022,28,87.14
Bío Bío,2022,29,92.29
Bío Bío,2022,30,87.86
Bío Bío,2022,31,88.29
Bío Bío,2022,32,87.29
Bío Bío,2022,33,84.71
Bío Bío,2022,34,83.0
Bío Bío,2022,35,83.43
Bío Bío,2022,36,83.0
Bío Bío,2022,37,88.0
Bío Bío,2022,38,83.14
Bío Bío,2022,39,86.57
Bío Bío,2022,40,82.71
Bío Bío,2022,41,80.57
Bío Bío,2022,42,83.57
Bío Bío,2022,43,84.29
Bío Bío,2022,44,74.71
Bío Bío,2022,45,85.57
Bío Bío,2022,46,83.71
Bío Bío,2022,47,80.57
Bío Bío,2022,48,81.43
Bío Bío,2022,49,85.14
Bío Bío,2022,50,77.0
Bío Bío,2022,51,75.29
Bío Bío,2022,52,77.14
Bío Bío,2023,1,81.71
Bío Bío,2023,2,75.0
Bío Bío,2023,3,82.57
Bío Bío,2023,4,77.0
Bío Bío,2023,5,79.71
Bío Bío,2023,6,82.57
Bío Bío,2023,7,68.0
Bío Bío,2023,8,71.43
Bío Bío,2023,9,75.29
Bío Bío,2023,10,89.29
Bío Bío,2023,11,82.14
Bío Bío,2023,12,76.29
Bío Bío,2023,13,77.43
Bío Bío,2023,14,81.14
Bío Bío,2023,15,91.43
Bío Bío,2023,16,86.86
Bío Bío,2023,17,90.29
Bío Bío,2023,18,90.14
Bío Bío,2023,19,88.0
Bío Bío,2023,20,88.86
Bío Bío,2023,21,87.29
Bío Bío,2023,22,90.29
Bío Bío,2023,23,86.43
Bío Bío,2023,24,78.71
Bío Bío,2023,25,93.29
Bío Bío,2023,26,88.71
Bío Bío,2023,27,88.0
Bío Bío,2023,28,82.14
Bío Bío,2023,29,87.14
Bío Bío,2023,30,91.57
Bío Bío,2023,31,80.29
Bío Bío,2023,32,86.14
Bío Bío,2023,33,91.0
Bío Bío,2023,34,85.43
Bío Bío,2023,35,83.0
Bío Bío,2023,36,86.57
Bío Bío,2023,37,85.0
Bío Bío,2023,38,80.29
Bío Bío,2023,39,77.0
Bío Bío,2023,40,81.57
Bío Bío,2023,41,77.0
Bío Bío,2023,42,77.43
Bío Bío,2023,43,81.14
Bío Bío,2023,44,80.14
Bío Bío,2023,45,79.0
Bío Bío,2023,46,77.86
Bío Bío,2023,47,81.86
Bío Bío,2023,48,77.86
Bío Bío,2023,49,77.29
Bío Bío,2023,50,77.0
Bío Bío,2023,51,76.86
Bío Bío,2023,52,81.29
Bío Bío,2024,1,79.14
Bío Bío,2024,2,70.14
Bío Bío,2024,3,73.29
Bío Bío,2024,4,78.29
Bío Bío,2024,5,70.43
Bío Bío,2024,6,77.14
Bío Bío,2024,7,75.29
Bío Bío,2024,8,75.43
Bío Bío,2024,9,73.0
Bío Bío,2024,10,78.29
Bío Bío,2024,11,78.29
Bío Bío,2024,12,82.57
Bío Bío,2024,13,79.43
Bío Bío,2024,14,84.86
Bío Bío,2024,15,85.14
Bío Bío,2024,16,85.71
Bío Bío,2024,17,84.71
Bío Bío,2024,18,83.29
Bío Bío,2024,19,85.29
Bío Bío,2024,20,86.43
Bío Bío,2024,21,86.29
Bío Bío,2024,22,89.57
Bío Bío,2024,23,90.57
Bío Bío,2024,24,91.86
Bío Bío,2024,25,85.57
Bío Bío,2024,26,84.0
Bío Bío,2024,27,83.57
Bío Bío,2024,28,85.0
Bío Bío,2024,29,81.71
Bío Bío,2024,30,83.71
Bío Bío,2024,31,83.57
Bío Bío,2024,32,85.57
Bío Bío,2024,33,86.14
Bío Bío,2024,34,83.43
Bío Bío,2024,35,85.0
Bío Bío,2024,36,84.57
Bío Bío,2024,37,82.14
Bío Bío,2024,38,84.0
Bío Bío,2024,39,83.43
Bío Bío,2024,40,84.0
Bío Bío,2024,41,86.0
Bío Bío,2024,42,86.57
Bío Bío,2024,43,83.29
Bío Bío,2024,44,83.0
Bío Bío,2024,45,82.43
Bío Bío,2024,46,74.86
Bío Bío,2024,47,78.71
Bío Bío,2024,48,70.57
Bío Bío,2024,49,69.57
Bío Bío,2024,50,71.29
Bío Bío,2024,51,74.57
Bío Bío,2024,52,77.29
Bío Bío,2025,1,70.57
Bío Bío,2025,2,71.71
Bío Bío,2025,3,71.14
Bío Bío,2025,4,72.43
Bío Bío,2025,5,70.14
Bío Bío,2025,6,64.71
Bío Bío,2025,7,68.14
Bío Bío,2025,8,76.0
Bío Bío,2025,9,77.29
Bío Bío,2025,10,78.29
Bío Bío,2025,11,75.0
Bío Bío,2025,12,75.43
Bío Bío,2025,13,80.29
Bío Bío,2025,14,77.71
Bío Bío,2025,15,84.86
Bío Bío,2025,16,85.57
Bío Bío,2025,17,88.86
Bío Bío,2025,18,87.29
Bío Bío,2025,19,89.86
Bío Bío,2025,20,89.57
Bío Bío,2025,21,83.29
Bío Bío,2025,22,77.86
Bío Bío,2025,23,88.57
Bío Bío,2025,24,88.57
Bío Bío,2025,25,87.86
Bío Bío,2025,26,82.43
Bío Bío,2025,27,80.29
Bío Bío,2025,28,88.29
Bío Bío,2025,29,84.57
Bío Bío,2025,30,91.43
Bío Bío,2025,31,90.86
Bío Bío,2025,32,82.43
Bío Bío,2025,33,84.71
Bío Bío,2025,34,85.86
Bío Bío,2025,35,85.71
Bío Bío,2025,36,79.29
Bío Bío,2025,37,83.57
Bío Bío,2025,38,87.71
Bío Bío,2025,39,82.0
Bío Bío,2025,40,78.0
Bío Bío,2025,41,80.29
Bío Bío,2025,42,80.43
Bío Bío,2025,43,74.43
Bío Bío,2025,44,67.86
Bío Bío,2025,45,77.14
Bío Bío,2025,46,73.43
Bío Bío,2025,47,69.86
Bío Bío,2025,48,80.57
Bío Bío,2025,49,74.0
Bío Bío,2025,50,79.71
Bío Bío,2025,51,75.0
Bío Bío,2025,52,69.57
Bío Bío,2026,1,72.86
Bío Bío,2026,2,75.0
Bío Bío,2026,3,61.86
Bío Bío,2026,4,76.29
Bío Bío,2026,5,81.29
Bío Bío,2026,6,79.0
Bío Bío,2026,7,72.57
Bío Bío,2026,8,75.43
Bío Bío,2026,9,81.14
Bío Bío,2026,10,77.57
Bío Bío,2026,11,78.71
Bío Bío,2026,12,81.29
Bío Bío,2026,13,77.57
Bío Bío,2026,14,82.71
Bío Bío,2026,15,88.57
Bío Bío,2026,16,85.29
Bío Bío,2026,17,80.14
Bío Bío,2026,18,84.29
Bío Bío,2026,19,78.0
Bío Bío,2026,20,79.29
Bío Bío,2026,21,88.57
Bío Bío,2026,22,91.14
Bío Bío,2026,23,91.14
Bío Bío,2026,24,89.29
Bío Bío,2026,25,73.67
Coquimbo,2014,1,63.8
Coquimbo,2014,2,70.71
Coquimbo,2014,3,71.86
Coquimbo,2014,4,66.71
Coquimbo,2014,5,68.71
Coquimbo,2014,6,63.14
Coquimbo,2014,7,72.14
Coquimbo,2014,8,72.86
Coquimbo,2014,9,70.43
Coquimbo,2014,10,69.86
Coquimbo,2014,11,70.43
Coquimbo,2014,12,75.0
Coquimbo,2014,13,78.29
Coquimbo,2014,14,72.86
Coquimbo,2014,15,63.14
Coquimbo,2014,16,73.43
Coquimbo,2014,17,79.14
Coquimbo,2014,18,75.71
Coquimbo,2014,19,79.71
Coquimbo,2014,20,70.71
Coquimbo,2014,21,74.0
Coquimbo,2014,22,69.71
Coquimbo,2014,23,73.0
Coquimbo,2014,24,73.57
Coquimbo,2014,25,77.43
Coquimbo,2014,26,78.43
Coquimbo,2014,27,77.43
Coquimbo,2014,28,77.71
Coquimbo,2014,29,72.57
Coquimbo,2014,30,74.57
Coquimbo,2014,31,67.29
Coquimbo,2014,32,72.0
Coquimbo,2014,33,63.43
Coquimbo,2014,34,75.14
Coquimbo,2014,35,71.29
Coquimbo,2014,36,70.14
Coquimbo,2014,37,72.29
Coquimbo,2014,38,79.29
Coquimbo,2014,39,70.14
Coquimbo,2014,40,73.43
Coquimbo,2014,41,69.0
Coquimbo,2014,42,63.29
Coquimbo,2014,43,73.86
Coquimbo,2014,44,66.14
Coquimbo,2014,45,60.71
Coquimbo,2014,46,71.14
Coquimbo,2014,47,71.14
Coquimbo,2014,48,68.29
Coquimbo,2014,49,67.71
Coquimbo,2014,50,71.57
Coquimbo,2014,51,67.0
Coquimbo,2014,52,64.57
Coquimbo,2015,1,69.29
Coquimbo,2015,2,71.57
Coquimbo,2015,3,75.57
Coquimbo,2015,4,73.86
Coquimbo,2015,5,71.29
Coquimbo,2015,6,71.71
Coquimbo,2015,7,69.57
Coquimbo,2015,8,72.57
Coquimbo,2015,9,71.29
Coquimbo,2015,10,73.71
Coquimbo,2015,11,74.71
Coquimbo,2015,12,77.71
Coquimbo,2015,13,82.57
Coquimbo,2015,14,85.0
Coquimbo,2015,15,83.43
Coquimbo,2015,16,76.43
Coquimbo,2015,17,80.14
Coquimbo,2015,18,80.0
Coquimbo,2015,19,73.0
Coquimbo,2015,20,77.57
Coquimbo,2015,21,78.29
Coquimbo,2015,22,75.86
Coquimbo,2015,23,67.43
Coquimbo,2015,24,68.57
Coquimbo,2015,25,61.71
Coquimbo,2015,26,76.29
Coquimbo,2015,27,72.43
Coquimbo,2015,28,74.0
Coquimbo,2015,29,73.57
Coquimbo,2015,30,71.0
Coquimbo,2015,31,72.43
Coquimbo,2015,32,76.14
Coquimbo,2015,33,82.57
Coquimbo,2015,34,77.43
Coquimbo,2015,35,70.71
Coquimbo,2015,36,82.43
Coquimbo,2015,37,71.43
Coquimbo,2015,38,71.29
Coquimbo,2015,39,68.71
Coquimbo,2015,40,73.29
Coquimbo,2015,41,65.43
Coquimbo,2015,42,71.43
Coquimbo,2015,43,73.29
Coquimbo,2015,44,73.86
Coquimbo,2015,45,71.43
Coquimbo,2015,46,67.0
Coquimbo,2015,47,63.29
Coquimbo,2015,48,60.43
Coquimbo,2015,49,69.29
Coquimbo,2015,50,69.57
Coquimbo,2015,51,64.43
Coquimbo,2015,52,63.71
Coquimbo,2015,53,70.57
Coquimbo,2016,1,67.0
Coquimbo,2016,2,66.0
Coquimbo,2016,3,72.29
Coquimbo,2016,4,66.0
Coquimbo,2016,5,73.57
Coquimbo,2016,6,70.57
Coquimbo,2016,7,70.14
Coquimbo,2016,8,69.43
Coquimbo,2016,9,74.71
Coquimbo,2016,10,74.86
Coquimbo,2016,11,77.86
Coquimbo,2016,12,78.14
Coquimbo,2016,13,79.14
Coquimbo,2016,14,75.57
Coquimbo,2016,15,78.29
Coquimbo,2016,16,78.43
Coquimbo,2016,17,65.57
Coquimbo,2016,18,78.29
Coquimbo,2016,19,76.71
Coquimbo,2016,20,80.29
Coquimbo,2016,21,79.14
Coquimbo,2016,22,80.86
Coquimbo,2016,23,69.0
Coquimbo,2016,24,75.29
Coquimbo,2016,25,78.86
Coquimbo,2016,26,79.43
Coquimbo,2016,27,76.29
Coquimbo,2016,28,79.14
Coquimbo,2016,29,74.29
Coquimbo,2016,30,73.14
Coquimbo,2016,31,71.0
Coquimbo,2016,32,72.57
Coquimbo,2016,33,61.71
Coquimbo,2016,34,76.0
Coquimbo,2016,35,72.14
Coquimbo,2016,36,62.29
Coquimbo,2016,37,68.29
Coquimbo,2016,38,72.86
Coquimbo,2016,39,73.29
Coquimbo,2016,40,61.57
Coquimbo,2016,41,65.86
Coquimbo,2016,42,62.14
Coquimbo,2016,43,62.29
Coquimbo,2016,44,62.71
Coquimbo,2016,45,69.86
Coquimbo,2016,46,68.14
Coquimbo,2016,47,67.71
Coquimbo,2016,48,70.29
Coquimbo,2016,49,66.14
Coquimbo,2016,50,68.0
Coquimbo,2016,51,68.14
Coquimbo,2016,52,68.0
Coquimbo,2017,1,71.14
Coquimbo,2017,2,76.71
Coquimbo,2017,3,76.86
Coquimbo,2017,4,76.43
Coquimbo,2017,5,70.86
Coquimbo,2017,6,72.71
Coquimbo,2017,7,72.29
Coquimbo,2017,8,76.29
Coquimbo,2017,9,73.71
Coquimbo,2017,10,68.86
Coquimbo,2017,11,77.57
Coquimbo,2017,12,76.29
Coquimbo,2017,13,71.14
Coquimbo,2017,14,72.71
Coquimbo,2017,15,72.86
Coquimbo,2017,16,73.0
Coquimbo,2017,17,70.57
Coquimbo,2017,18,78.86
Coquimbo,2017,19,78.86
Coquimbo,2017,20,74.86
Coquimbo,2017,21,80.14
Coquimbo,2017,22,75.71
Coquimbo,2017,23,74.14
Coquimbo,2017,24,84.86
Coquimbo,2017,25,80.57
Coquimbo,2017,26,78.29
Coquimbo,2017,27,77.43
Coquimbo,2017,28,78.0
Coquimbo,2017,29,74.0
Coquimbo,2017,30,87.57
Coquimbo,2017,31,84.57
Coquimbo,2017,32,79.57
Coquimbo,2017,33,78.29
Coquimbo,2017,34,79.71
Coquimbo,2017,35,79.0
Coquimbo,2017,36,70.86
Coquimbo,2017,37,71.71
Coquimbo,2017,38,78.14
Coquimbo,2017,39,79.29
Coquimbo,2017,40,71.29
Coquimbo,2017,41,67.57
Coquimbo,2017,42,73.0
Coquimbo,2017,43,73.43
Coquimbo,2017,44,69.0
Coquimbo,2017,45,74.57
Coquimbo,2017,46,73.43
Coquimbo,2017,47,76.14
Coquimbo,2017,48,74.14
Coquimbo,2017,49,72.71
Coquimbo,2017,50,75.86
Coquimbo,2017,51,76.29
Coquimbo,2017,52,77.71
Coquimbo,2018,1,74.71
Coquimbo,2018,2,75.43
Coquimbo,2018,3,73.43
Coquimbo,2018,4,72.57
Coquimbo,2018,5,75.43
Coquimbo,2018,6,74.14
Coquimbo,2018,7,78.0
Coquimbo,2018,8,77.43
Coquimbo,2018,9,75.43
Coquimbo,2018,10,74.57
Coquimbo,2018,11,72.57
Coquimbo,2018,12,75.14
Coquimbo,2018,13,82.71
Coquimbo,2018,14,78.86
Coquimbo,2018,15,78.71
Coquimbo,2018,16,83.14
Coquimbo,2018,17,79.71
Coquimbo,2018,18,81.57
Coquimbo,2018,19,71.29
Coquimbo,2018,20,70.43
Coquimbo,2018,21,79.57
Coquimbo,2018,22,78.29
Coquimbo,2018,23,63.57
Coquimbo,2018,24,68.14
Coquimbo,2018,25,86.71
Coquimbo,2018,26,81.43
Coquimbo,2018,27,78.14
Coquimbo,2018,28,85.71
Coquimbo,2018,29,71.86
Coquimbo,2018,30,76.57
Coquimbo,2018,31,74.29
Coquimbo,2018,32,76.57
Coquimbo,2018,33,77.0
Coquimbo,2018,34,72.71
Coquimbo,2018,35,79.57
Coquimbo,2018,36,76.57
Coquimbo,2018,37,79.43
Coquimbo,2018,38,68.71
Coquimbo,2018,39,78.14
Coquimbo,2018,40,73.14
Coquimbo,2018,41,73.0
Coquimbo,2018,42,70.71
Coquimbo,2018,43,74.0
Coquimbo,2018,44,76.0
Coquimbo,2018,45,76.86
Coquimbo,2018,46,66.29
Coquimbo,2018,47,78.57
Coquimbo,2018,48,76.14
Coquimbo,2018,49,63.71
Coquimbo,2018,50,64.43
Coquimbo,2018,51,74.43
Coquimbo,2018,52,74.43
Coquimbo,2019,1,74.71
Coquimbo,2019,2,67.86
Coquimbo,2019,3,71.14
Coquimbo,2019,4,77.57
Coquimbo,2019,5,77.43
Coquimbo,2019,6,77.14
Coquimbo,2019,7,71.86
Coquimbo,2019,8,74.86
Coquimbo,2019,9,76.86
Coquimbo,2019,10,74.0
Coquimbo,2019,11,77.86
Coquimbo,2019,12,78.0
Coquimbo,2019,13,79.86
Coquimbo,2019,14,79.29
Coquimbo,2019,15,80.14
Coquimbo,2019,16,82.14
Coquimbo,2019,17,77.71
Coquimbo,2019,18,86.29
Coquimbo,2019,19,80.0
Coquimbo,2019,20,83.43
Coquimbo,2019,21,64.57
Coquimbo,2019,22,71.14
Coquimbo,2019,23,66.0
Coquimbo,2019,24,77.0
Coquimbo,2019,25,67.57
Coquimbo,2019,26,74.43
Coquimbo,2019,27,71.29
Coquimbo,2019,28,76.0
Coquimbo,2019,29,74.43
Coquimbo,2019,30,69.71
Coquimbo,2019,31,55.0
Coquimbo,2019,32,69.43
Coquimbo,2019,33,64.86
Coquimbo,2019,34,71.14
Coquimbo,2019,35,64.43
Coquimbo,2019,36,77.71
Coquimbo,2019,37,67.14
Coquimbo,2019,38,69.86
Coquimbo,2019,39,75.29
Coquimbo,2019,40,61.14
Coquimbo,2019,41,74.0
Coquimbo,2019,42,70.29
