region,anio,semana,humedad_relativa_promedio_porcentaje
Metropolitana,2023,11,56.43
Metropolitana,2023,12,41.86
Metropolitana,2023,13,41.71
Metropolitana,2023,14,37.14
Metropolitana,2023,15,65.71
Metropolitana,2023,16,54.86
Metropolitana,2023,17,68.86
Metropolitana,2023,18,67.71
Metropolitana,2023,19,48.0
Metropolitana,2023,20,78.0
Metropolitana,2023,21,73.57
Metropolitana,2023,22,64.57
Metropolitana,2023,23,69.71
Metropolitana,2023,24,45.29
Metropolitana,2023,25,83.29
Metropolitana,2023,26,62.86
Metropolitana,2023,27,67.14
Metropolitana,2023,28,61.71
Metropolitana,2023,29,63.71
Metropolitana,2023,30,62.14
Metropolitana,2023,31,67.57
Metropolitana,2023,32,64.71
Metropolitana,2023,33,76.43
Metropolitana,2023,34,74.29
Metropolitana,2023,35,73.29
Metropolitana,2023,36,77.43
Metropolitana,2023,37,73.29
Metropolitana,2023,38,80.86
Metropolitana,2023,39,73.43
Metropolitana,2023,40,69.0
Metropolitana,2023,41,61.29
Metropolitana,2023,42,67.43
Metropolitana,2023,43,69.71
Metropolitana,2023,44,65.86
Metropolitana,2023,45,68.71
Metropolitana,2023,46,62.14
Metropolitana,2023,47,58.86
Metropolitana,2023,48,59.43
Metropolitana,2023,49,46.43
Metropolitana,2023,50,51.71
Metropolitana,2023,51,47.86
Metropolitana,2023,52,59.71
Metropolitana,2024,1,57.86
Metropolitana,2024,2,46.86
Metropolitana,2024,3,42.86
Metropolitana,2024,4,53.71
Metropolitana,2024,5,39.57
Metropolitana,2024,6,47.0
Metropolitana,2024,7,50.86
Metropolitana,2024,8,62.43
Metropolitana,2024,9,45.86
Metropolitana,2024,10,46.86
Metropolitana,2024,11,48.86
Metropolitana,2024,12,48.57
Metropolitana,2024,13,53.86
Metropolitana,2024,14,50.86
Metropolitana,2024,15,59.43
Metropolitana,2024,16,55.43
Metropolitana,2024,17,60.57
Metropolitana,2024,18,64.14
Metropolitana,2024,19,62.43
Metropolitana,2024,20,48.43
Metropolitana,2024,21,73.0
Metropolitana,2024,22,50.86
Metropolitana,2024,23,59.71
Metropolitana,2024,24,67.0
Metropolitana,2024,25,76.14
Metropolitana,2024,26,61.0
Metropolitana,2024,27,45.57
Metropolitana,2024,28,51.57
Metropolitana,2024,29,62.29
Metropolitana,2024,30,64.29
Metropolitana,2024,31,66.14
Metropolitana,2024,32,56.86
Metropolitana,2024,33,74.29
Metropolitana,2024,34,65.14
Metropolitana,2024,35,67.0
Metropolitana,2024,36,72.57
Metropolitana,2024,37,69.0
Metropolitana,2024,38,65.57
Metropolitana,2024,39,65.29
Metropolitana,2024,40,60.0
Metropolitana,2024,41,80.29
Metropolitana,2024,42,62.57
Metropolitana,2024,43,64.86
Metropolitana,2024,44,64.71
Metropolitana,2024,45,49.29
Metropolitana,2024,46,51.14
Metropolitana,2024,47,47.57
Metropolitana,2024,48,43.29
Metropolitana,2024,49,48.0
Metropolitana,2024,50,43.43
Metropolitana,2024,51,44.57
Metropolitana,2024,52,53.14
Metropolitana,2025,1,44.29
Metropolitana,2025,2,49.57
Metropolitana,2025,3,41.29
Metropolitana,2025,4,44.43
Metropolitana,2025,5,43.14
Metropolitana,2025,6,38.29
Metropolitana,2025,7,42.14
Metropolitana,2025,8,45.0
Metropolitana,2025,9,46.86
Metropolitana,2025,10,50.29
Metropolitana,2025,11,51.14
Metropolitana,2025,12,51.71
Metropolitana,2025,13,59.29
Metropolitana,2025,14,62.14
Metropolitana,2025,15,63.57
Metropolitana,2025,16,50.14
Metropolitana,2025,17,66.29
Metropolitana,2025,18,62.14
Metropolitana,2025,19,69.14
Metropolitana,2025,20,82.57
Metropolitana,2025,21,64.43
Metropolitana,2025,22,63.57
Metropolitana,2025,23,64.14
Metropolitana,2025,24,59.0
Metropolitana,2025,25,58.29
Metropolitana,2025,26,65.86
Metropolitana,2025,27,64.43
Metropolitana,2025,28,71.57
Metropolitana,2025,29,64.43
Metropolitana,2025,30,74.71
Metropolitana,2025,31,70.0
Metropolitana,2025,32,72.57
Metropolitana,2025,33,67.29
Metropolitana,2025,34,74.86
Metropolitana,2025,35,77.43
Metropolitana,2025,36,82.14
Metropolitana,2025,37,57.71
Metropolitana,2025,38,69.57
Metropolitana,2025,39,67.29
Metropolitana,2025,40,68.43
Metropolitana,2025,41,58.29
Metropolitana,2025,42,52.71
Metropolitana,2025,43,53.0
Metropolitana,2025,44,53.29
Metropolitana,2025,45,61.43
Metropolitana,2025,46,50.29
Metropolitana,2025,47,46.57
Metropolitana,2025,48,63.0
Metropolitana,2025,49,53.14
Metropolitana,2025,50,64.0
Metropolitana,2025,51,50.43
Metropolitana,2025,52,43.86
Metropolitana,2026,1,52.86
Metropolitana,2026,2,56.57
Metropolitana,2026,3,41.71
Metropolitana,2026,4,54.29
Metropolitana,2026,5,60.14
Metropolitana,2026,6,52.0
Metropolitana,2026,7,42.0
Metropolitana,2026,8,39.71
Metropolitana,2026,9,40.0
Metropolitana,2026,10,50.86
Metropolitana,2026,11,47.86
Metropolitana,2026,12,64.29
Metropolitana,2026,13,57.57
Metropolitana,2026,14,53.14
Metropolitana,2026,15,61.43
Metropolitana,2026,16,59.71
Metropolitana,2026,17,65.29
Metropolitana,2026,18,56.29
Metropolitana,2026,19,62.86
Metropolitana,2026,20,66.43
Metropolitana,2026,21,69.14
Metropolitana,2026,22,53.57
Metropolitana,2026,23,62.57
Metropolitana,2026,24,57.71
Metropolitana,2026,25,53.33
O'Higgins,2014,1,47.0
O'Higgins,2014,2,49.0
O'Higgins,2014,3,65.71
O'Higgins,2014,4,57.71
O'Higgins,2014,5,51.57
O'Higgins,2014,6,50.86
O'Higgins,2014,7,56.43
O'Higgins,2014,8,51.71
O'Higgins,2014,9,57.57
O'Higgins,2014,10,51.43
O'Higgins,2014,11,48.57
O'Higgins,2014,12,42.71
O'Higgins,2014,13,58.43
O'Higgins,2014,14,65.57
O'Higgins,2014,15,56.0
O'Higgins,2014,16,56.14
O'Higgins,2014,17,55.43
O'Higgins,2014,18,69.29
O'Higgins,2014,19,67.0
O'Higgins,2014,20,62.0
O'Higgins,2014,21,63.86
O'Higgins,2014,22,66.0
O'Higgins,2014,23,78.0
O'Higgins,2014,24,69.71
O'Higgins,2014,25,62.43
O'Higgins,2014,26,63.29
O'Higgins,2014,27,69.29
O'Higgins,2014,28,58.43
O'Higgins,2014,29,67.86
O'Higgins,2014,30,68.0
O'Higgins,2014,31,73.57
O'Higgins,2014,32,59.14
O'Higgins,2014,33,55.86
O'Higgins,2014,34,67.29
O'Higgins,2014,35,63.71
O'Higgins,2014,36,76.86
O'Higgins,2014,37,74.14
O'Higgins,2014,38,69.71
O'Higgins,2014,39,76.14
O'Higgins,2014,40,71.0
O'Higgins,2014,41,72.86
O'Higgins,2014,42,65.71
O'Higgins,2014,43,64.57
O'Higgins,2014,44,65.29
O'Higgins,2014,45,52.86
O'Higgins,2014,46,56.29
O'Higgins,2014,47,64.29
O'Higgins,2014,48,64.57
O'Higgins,2014,49,60.57
O'Higgins,2014,50,62.57
O'Higgins,2014,51,59.29
O'Higgins,2014,52,48.86
O'Higgins,2015,1,54.14
O'Higgins,2015,2,48.71
O'Higgins,2015,3,51.0
O'Higgins,2015,4,61.86
O'Higgins,2015,5,52.14
O'Higgins,2015,6,49.71
O'Higgins,2015,7,42.14
O'Higgins,2015,8,48.29
O'Higgins,2015,9,65.86
O'Higgins,2015,10,55.86
O'Higgins,2015,11,48.0
O'Higgins,2015,12,44.43
O'Higgins,2015,13,61.43
O'Higgins,2015,14,55.43
O'Higgins,2015,15,53.0
O'Higgins,2015,16,60.71
O'Higgins,2015,17,48.57
O'Higgins,2015,18,55.86
O'Higgins,2015,19,54.86
O'Higgins,2015,20,52.43
O'Higgins,2015,21,64.0
O'Higgins,2015,22,60.0
O'Higgins,2015,23,63.86
O'Higgins,2015,24,72.86
O'Higgins,2015,25,56.86
O'Higgins,2015,26,58.86
O'Higgins,2015,27,56.29
O'Higgins,2015,28,77.14
O'Higgins,2015,29,70.29
O'Higgins,2015,30,59.0
O'Higgins,2015,31,75.43
O'Higgins,2015,32,73.57
O'Higgins,2015,33,70.43
O'Higgins,2015,34,67.0
O'Higgins,2015,35,65.0
O'Higgins,2015,36,65.0
O'Higgins,2015,37,67.57
O'Higgins,2015,38,72.57
O'Higgins,2015,39,72.43
O'Higgins,2015,40,73.14
O'Higgins,2015,41,70.71
O'Higgins,2015,42,67.86
O'Higgins,2015,43,71.57
O'Higgins,2015,44,74.0
O'Higgins,2015,45,70.57
O'Higgins,2015,46,74.14
O'Higgins,2015,47,69.57
O'Higgins,2015,48,58.14
O'Higgins,2015,49,61.0
O'Higgins,2015,50,57.0
O'Higgins,2015,51,54.0
O'Higgins,2015,52,54.14
O'Higgins,2015,53,59.14
O'Higgins,2016,1,56.86
O'Higgins,2016,2,53.0
O'Higgins,2016,3,61.57
O'Higgins,2016,4,58.71
O'Higgins,2016,5,60.57
O'Higgins,2016,6,54.86
O'Higgins,2016,7,50.71
O'Higgins,2016,8,43.86
O'Higgins,2016,9,48.14
O'Higgins,2016,10,56.0
O'Higgins,2016,11,57.29
O'Higgins,2016,12,56.71
O'Higgins,2016,13,69.0
O'Higgins,2016,14,67.71
O'Higgins,2016,15,74.71
O'Higgins,2016,16,75.0
O'Higgins,2016,17,61.71
O'Higgins,2016,18,71.29
O'Higgins,2016,19,70.71
O'Higgins,2016,20,69.14
O'Higgins,2016,21,68.0
O'Higgins,2016,22,76.57
O'Higgins,2016,23,62.29
O'Higgins,2016,24,66.14
O'Higgins,2016,25,66.57
O'Higgins,2016,26,65.57
O'Higgins,2016,27,64.86
O'Higgins,2016,28,71.0
O'Higgins,2016,29,70.0
O'Higgins,2016,30,71.57
O'Higgins,2016,31,64.14
O'Higgins,2016,32,62.43
O'Higgins,2016,33,74.14
O'Higgins,2016,34,70.43
O'Higgins,2016,35,62.71
O'Higgins,2016,36,58.86
O'Higgins,2016,37,69.14
O'Higgins,2016,38,55.29
O'Higgins,2016,39,65.71
O'Higgins,2016,40,53.71
O'Higgins,2016,41,60.71
O'Higgins,2016,42,72.0
O'Higgins,2016,43,66.43
O'Higgins,2016,44,62.29
O'Higgins,2016,45,50.57
O'Higgins,2016,46,51.71
O'Higgins,2016,47,64.57
O'Higgins,2016,48,60.0
O'Higgins,2016,49,62.14
O'Higgins,2016,50,51.86
O'Higgins,2016,51,49.86
O'Higgins,2016,52,59.57
O'Higgins,2017,1,47.0
O'Higgins,2017,2,43.57
O'Higgins,2017,3,37.0
O'Higgins,2017,4,52.71
O'Higgins,2017,5,53.71
O'Higgins,2017,6,50.43
O'Higgins,2017,7,57.43
O'Higgins,2017,8,61.29
O'Higgins,2017,9,64.86
O'Higgins,2017,10,41.43
O'Higgins,2017,11,58.86
O'Higgins,2017,12,67.29
O'Higgins,2017,13,65.0
O'Higgins,2017,14,62.29
O'Higgins,2017,15,63.71
O'Higgins,2017,16,78.57
O'Higgins,2017,17,61.43
O'Higgins,2017,18,72.71
O'Higgins,2017,19,79.29
O'Higgins,2017,20,74.86
O'Higgins,2017,21,78.57
O'Higgins,2017,22,77.57
O'Higgins,2017,23,70.71
O'Higgins,2017,24,75.86
O'Higgins,2017,25,66.0
O'Higgins,2017,26,69.0
O'Higgins,2017,27,76.43
O'Higgins,2017,28,79.43
O'Higgins,2017,29,59.71
O'Higgins,2017,30,79.71
O'Higgins,2017,31,78.71
O'Higgins,2017,32,80.86
O'Higgins,2017,33,75.43
O'Higgins,2017,34,73.71
O'Higgins,2017,35,76.29
O'Higgins,2017,36,77.71
O'Higgins,2017,37,73.29
O'Higgins,2017,38,77.71
O'Higgins,2017,39,82.86
O'Higgins,2017,40,78.0
O'Higgins,2017,41,73.43
O'Higgins,2017,42,77.71
O'Higgins,2017,43,75.0
O'Higgins,2017,44,73.0
O'Higgins,2017,45,73.14
O'Higgins,2017,46,66.71
O'Higgins,2017,47,56.71
O'Higgins,2017,48,69.0
O'Higgins,2017,49,63.43
O'Higgins,2017,50,61.57
O'Higgins,2017,51,43.0
O'Higgins,2017,52,54.57
O'Higgins,2018,1,57.14
O'Higgins,2018,2,67.43
O'Higgins,2018,3,64.43
O'Higgins,2018,4,59.86
O'Higgins,2018,5,55.29
O'Higgins,2018,6,52.86
O'Higgins,2018,7,54.71
O'Higgins,2018,8,64.29
O'Higgins,2018,9,62.86
O'Higgins,2018,10,58.14
O'Higgins,2018,11,50.71
O'Higgins,2018,12,64.71
O'Higgins,2018,13,56.14
O'Higgins,2018,14,70.57
O'Higgins,2018,15,75.0
O'Higgins,2018,16,74.29
O'Higgins,2018,17,68.0
O'Higgins,2018,18,72.43
O'Higgins,2018,19,73.43
O'Higgins,2018,20,64.86
O'Higgins,2018,21,54.86
O'Higgins,2018,22,79.43
O'Higgins,2018,23,58.0
O'Higgins,2018,24,60.29
O'Higgins,2018,25,71.0
O'Higgins,2018,26,83.43
O'Higgins,2018,27,76.29
O'Higgins,2018,28,77.71
O'Higgins,2018,29,76.14
O'Higgins,2018,30,70.29
O'Higgins,2018,31,71.86
O'Higgins,2018,32,69.71
O'Higgins,2018,33,70.29
O'Higgins,2018,34,66.71
O'Higgins,2018,35,80.43
O'Higgins,2018,36,74.29
O'Higgins,2018,37,78.57
O'Higgins,2018,38,78.43
O'Higgins,2018,39,84.0
O'Higgins,2018,40,76.43
O'Higgins,2018,41,79.57
O'Higgins,2018,42,79.71
O'Higgins,2018,43,71.0
O'Higgins,2018,44,81.43
O'Higgins,2018,45,67.0
O'Higgins,2018,46,69.86
O'Higgins,2018,47,58.43
O'Higgins,2018,48,55.71
O'Higgins,2018,49,66.29
O'Higgins,2018,50,56.0
O'Higgins,2018,51,56.43
O'Higgins,2018,52,53.71
O'Higgins,2019,1,47.43
O'Higgins,2019,2,61.43
O'Higgins,2019,3,51.14
O'Higgins,2019,4,42.57
O'Higgins,2019,5,47.86
O'Higgins,2019,6,52.57
O'Higgins,2019,7,61.86
O'Higgins,2019,8,64.14
O'Higgins,2019,9,48.29
O'Higgins,2019,10,56.14
O'Higgins,2019,11,54.14
O'Higgins,2019,12,41.71
O'Higgins,2019,13,69.43
O'Higgins,2019,14,63.14
O'Higgins,2019,15,77.14
O'Higgins,2019,16,66.29
O'Higgins,2019,17,81.29
O'Higgins,2019,18,70.71
O'Higgins,2019,19,79.86
O'Higgins,2019,20,74.29
O'Higgins,2019,21,64.43
O'Higgins,2019,22,73.71
O'Higgins,2019,23,62.71
O'Higgins,2019,24,77.29
O'Higgins,2019,25,65.86
O'Higgins,2019,26,73.57
O'Higgins,2019,27,70.71
O'Higgins,2019,28,85.29
O'Higgins,2019,29,72.0
O'Higgins,2019,30,74.14
O'Higgins,2019,31,64.43
O'Higgins,2019,32,78.14
O'Higgins,2019,33,72.71
O'Higgins,2019,34,71.14
O'Higgins,2019,35,71.86
O'Higgins,2019,36,68.71
O'Higgins,2019,37,71.71
O'Higgins,2019,38,69.43
O'Higgins,2019,39,81.0
O'Higgins,2019,40,69.86
O'Higgins,2019,41,62.86
O'Higgins,2019,42,77.0
O'Higgins,2019,43,61.57
O'Higgins,2019,44,53.71
O'Higgins,2019,45,44.86
O'Higgins,2019,46,50.86
O'Higgins,2019,47,46.29
O'Higgins,2019,48,45.43
O'Higgins,2019,49,44.71
O'Higgins,2019,50,48.86
O'Higgins,2019,51,38.0
O'Higgins,2019,52,42.14
O'Higgins,2020,1,46.71
O'Higgins,2020,2,48.43
O'Higgins,2020,3,45.29
O'Higgins,2020,4,49.57
O'Higgins,2020,5,46.43
O'Higgins,2020,6,38.86
O'Higgins,2020,7,44.57
O'Higgins,2020,8,49.14
O'Higgins,2020,9,48.14
O'Higgins,2020,10,46.71
O'Higgins,2020,11,41.71
O'Higgins,2020,12,54.71
O'Higgins,2020,13,60.14
O'Higgins,2020,14,44.86
O'Higgins,2020,15,55.71
O'Higgins,2020,16,58.57
O'Higgins,2020,17,61.0
O'Higgins,2020,18,62.43
O'Higgins,2020,19,60.43
O'Higgins,2020,20,63.0
O'Higgins,2020,21,64.43
O'Higgins,2020,22,76.86
O'Higgins,2020,23,78.0
O'Higgins,2020,24,71.14
O'Higgins,2020,25,80.29
O'Higgins,2020,26,78.29
O'Higgins,2020,27,79.43
O'Higgins,2020,28,79.14
O'Higgins,2020,29,67.0
O'Higgins,2020,30,70.14
O'Higgins,2020,31,62.29
O'Higgins,2020,32,77.71
O'Higgins,2020,33,82.0
O'Higgins,2020,34,70.71
O'Higgins,2020,35,74.86
O'Higgins,2020,36,77.71
O'Higgins,2020,37,79.71
O'Higgins,2020,38,72.29
O'Higgins,2020,39,73.57
O'Higgins,2020,40,66.86
O'Higgins,2020,41,60.29
O'Higgins,2020,42,68.86
O'Higgins,2020,43,64.0
O'Higgins,2020,44,62.71
O'Higgins,2020,45,62.29
O'Higgins,2020,46,65.14
O'Higgins,2020,47,63.43
O'Higgins,2020,48,47.0
O'Higgins,2020,49,45.14
O'Higgins,2020,50,49.14
O'Higgins,2020,51,47.86
O'Higgins,2020,52,44.71
O'Higgins,2020,53,47.57
O'Higgins,2021,1,48.57
O'Higgins,2021,2,38.29
O'Higgins,2021,3,53.29
O'Higgins,2021,4,59.43
O'Higgins,2021,5,76.14
O'Higgins,2021,6,76.86
O'Higgins,2021,7,68.14
O'Higgins,2021,8,53.71
O'Higgins,2021,9,60.0
O'Higgins,2021,10,57.0
O'Higgins,2021,11,73.86
O'Higgins,2021,12,57.57
O'Higgins,2021,13,77.0
O'Higgins,2021,14,70.86
O'Higgins,2021,15,66.57
O'Higgins,2021,16,75.29
O'Higgins,2021,17,74.86
O'Higgins,2021,18,75.29
O'Higgins,2021,19,66.0
O'Higgins,2021,20,75.71
O'Higgins,2021,21,69.0
O'Higgins,2021,22,82.29
O'Higgins,2021,23,72.0
O'Higgins,2021,24,80.14
O'Higgins,2021,25,74.71
O'Higgins,2021,26,47.29
O'Higgins,2021,27,62.14
O'Higgins,2021,28,69.86
O'Higgins,2021,29,59.71
O'Higgins,2021,30,51.29
O'Higgins,2021,31,69.43
O'Higgins,2021,32,72.43
O'Higgins,2021,33,78.86
O'Higgins,2021,34,77.43
O'Higgins,2021,35,85.14
O'Higgins,2021,36,76.0
O'Higgins,2021,37,74.0
O'Higgins,2021,38,73.29
O'Higgins,2021,39,66.43
O'Higgins,2021,40,67.57
O'Higgins,2021,41,66.14
O'Higgins,2021,42,65.29
O'Higgins,2021,43,57.43
O'Higgins,2021,44,63.71
O'Higgins,2021,45,61.43
O'Higgins,2021,46,55.43
O'Higgins,2021,47,56.57
O'Higgins,2021,48,52.29
O'Higgins,2021,49,66.57
O'Higgins,2021,50,51.71
O'Higgins,2021,51,45.0
O'Higgins,2021,52,53.57
O'Higgins,2022,1,55.71
O'Higgins,2022,2,59.0
O'Higgins,2022,3,44.57
O'Higgins,2022,4,56.57
O'Higgins,2022,5,52.14
O'Higgins,2022,6,50.57
O'Higgins,2022,7,52.0
O'Higgins,2022,8,58.71
O'Higgins,2022,9,48.71
O'Higgins,2022,10,47.14
O'Higgins,2022,11,53.71
O'Higgins,2022,12,49.29
O'Higgins,2022,13,41.43
O'Higgins,2022,14,50.86
O'Higgins,2022,15,53.43
O'Higgins,2022,16,72.14
O'Higgins,2022,17,71.43
O'Higgins,2022,18,69.86
O'Higgins,2022,19,72.57
O'Higgins,2022,20,73.0
O'Higgins,2022,21,80.71
O'Higgins,2022,22,76.14
O'Higgins,2022,23,75.71
O'Higgins,2022,24,79.14
O'Higgins,2022,25,75.86
O'Higgins,2022,26,73.86
O'Higgins,2022,27,75.14
O'Higgins,2022,28,77.57
O'Higgins,2022,29,66.86
O'Higgins,2022,30,77.29
O'Higgins,2022,31,84.86
O'Higgins,2022,32,71.29
O'Higgins,2022,33,68.29
O'Higgins,2022,34,78.14
O'Higgins,2022,35,70.57
O'Higgins,2022,36,71.43
O'Higgins,2022,37,79.57
O'Higgins,2022,38,78.29
O'Higgins,2022,39,79.14
O'Higgins,2022,40,75.14
O'Higgins,2022,41,69.14
O'Higgins,2022,42,67.86
O'Higgins,2022,43,63.14
O'Higgins,2022,44,52.86
O'Higgins,2022,45,69.57
O'Higgins,2022,46,55.14
O'Higgins,2022,47,50.14
O'Higgins,2022,48,55.86
O'Higgins,2022,49,41.57
O'Higgins,2022,50,41.57
O'Higgins,2022,51,46.57
O'Higgins,2022,52,55.43
O'Higgins,2023,1,52.71
O'Higgins,2023,2,51.57
O'Higgins,2023,3,54.43
O'Higgins,2023,4,43.86
O'Higgins,2023,5,46.14
O'Higgins,2023,6,39.29
O'Higgins,2023,7,41.71
O'Higgins,2023,8,44.86
O'Higgins,2023,9,40.86
O'Higgins,2023,10,58.14
O'Higgins,2023,11,56.57
O'Higgins,2023,12,39.14
O'Higgins,2023,13,46.0
O'Higgins,2023,14,36.43
O'Higgins,2023,15,64.71
O'Higgins,2023,16,59.0
O'Higgins,2023,17,71.14
O'Higgins,2023,18,75.71
O'Higgins,2023,19,54.71
O'Higgins,2023,20,83.71
O'Higgins,2023,21,81.43
O'Higgins,2023,22,74.14
O'Higgins,2023,23,74.86
O'Higgins,2023,24,53.29
O'Higgins,2023,25,85.43
O'Higgins,2023,26,69.43
O'Higgins,2023,27,76.0
O'Higgins,2023,28,73.0
O'Higgins,2023,29,70.43
O'Higgins,2023,30,67.29
O'Higgins,2023,31,69.71
O'Higgins,2023,32,73.57
O'Higgins,2023,33,79.14
O'Higgins,2023,34,74.14
O'Higgins,2023,35,76.57
O'Higgins,2023,36,79.86
O'Higgins,2023,37,75.57
O'Higgins,2023,38,80.0
O'Higgins,2023,39,75.14
O'Higgins,2023,40,72.43
O'Higgins,2023,41,62.14
O'Higgins,2023,42,69.14
O'Higgins,2023,43,75.43
O'Higgins,2023,44,76.29
O'Higgins,2023,45,77.43
O'Higgins,2023,46,73.43
O'Higgins,2023,47,71.43
O'Higgins,2023,48,66.57
O'Higgins,2023,49,50.43
O'Higgins,2023,50,56.43
O'Higgins,2023,51,51.43
O'Higgins,2023,52,62.71
O'Higgins,2024,1,58.57
O'Higgins,2024,2,46.86
O'Higgins,2024,3,40.57
O'Higgins,2024,4,53.86
O'Higgins,2024,5,40.14
O'Higgins,2024,6,47.57
O'Higgins,2024,7,47.57
O'Higgins,2024,8,64.29
O'Higgins,2024,9,45.43
O'Higgins,2024,10,51.0
O'Higgins,2024,11,51.14
O'Higgins,2024,12,54.86
O'Higgins,2024,13,58.71
O'Higgins,2024,14,65.0
O'Higgins,2024,15,68.29
O'Higgins,2024,16,64.71
O'Higgins,2024,17,71.0
O'Higgins,2024,18,72.57
O'Higgins,2024,19,75.57
O'Higgins,2024,20,66.57
O'Higgins,2024,21,77.29
O'Higgins,2024,22,66.43
O'Higgins,2024,23,68.71
O'Higgins,2024,24,76.29
O'Higgins,2024,25,82.57
O'Higgins,2024,26,69.14
O'Higgins,2024,27,51.57
O'Higgins,2024,28,48.71
O'Higgins,2024,29,62.71
O'Higgins,2024,30,73.14
O'Higgins,2024,31,67.14
O'Higgins,2024,32,64.29
O'Higgins,2024,33,78.57
O'Higgins,2024,34,68.43
O'Higgins,2024,35,72.71
O'Higgins,2024,36,77.43
O'Higgins,2024,37,73.14
O'Higgins,2024,38,71.29
O'Higgins,2024,39,69.0
O'Higgins,2024,40,69.14
O'Higgins,2024,41,83.43
O'Higgins,2024,42,69.0
O'Higgins,2024,43,70.0
O'Higgins,2024,44,67.14
O'Higgins,2024,45,56.71
O'Higgins,2024,46,64.86
O'Higgins,2024,47,57.0
O'Higgins,2024,48,50.43
O'Higgins,2024,49,54.0
O'Higgins,2024,50,48.86
O'Higgins,2024,51,50.86
O'Higgins,2024,52,54.0
O'Higgins,2025,1,48.0
O'Higgins,2025,2,50.43
O'Higgins,2025,3,48.14
O'Higgins,2025,4,46.86
O'Higgins,2025,5,45.14
O'Higgins,2025,6,38.29
O'Higgins,2025,7,43.29
O'Higgins,2025,8,47.29
O'Higgins,2025,9,50.14
O'Higgins,2025,10,54.0
O'Higgins,2025,11,54.14
O'Higgins,2025,12,51.0
O'Higgins,2025,13,60.86
O'Higgins,2025,14,62.43
O'Higgins,2025,15,66.71
O'Higgins,2025,16,63.43
O'Higgins,2025,17,71.86
O'Higgins,2025,18,67.71
O'Higgins,2025,19,72.57
O'Higgins,2025,20,80.43
O'Higgins,2025,21,69.57
O'Higgins,2025,22,60.57
O'Higgins,2025,23,70.57
O'Higgins,2025,24,66.29
O'Higgins,2025,25,67.71
O'Higgins,2025,26,74.57
O'Higgins,2025,27,54.43
O'Higgins,2025,28,67.0
O'Higgins,2025,29,58.43
O'Higgins,2025,30,74.43
O'Higgins,2025,31,76.14
O'Higgins,2025,32,72.29
O'Higgins,2025,33,69.86
O'Higgins,2025,34,78.43
O'Higgins,2025,35,76.0
O'Higgins,2025,36,79.71
O'Higgins,2025,37,71.14
O'Higgins,2025,38,79.14
O'Higgins,2025,39,69.29
O'Higgins,2025,40,71.0
O'Higgins,2025,41,63.14
O'Higgins,2025,42,67.43
O'Higgins,2025,43,66.0
O'Higgins,2025,44,62.43
O'Higgins,2025,45,67.57
O'Higgins,2025,46,56.43
O'Higgins,2025,47,52.14
O'Higgins,2025,48,68.43
O'Higgins,2025,49,56.0
O'Higgins,2025,50,69.71
O'Higgins,2025,51,60.29
O'Higgins,2025,52,50.43
O'Higgins,2026,1,57.29
O'Higgins,2026,2,60.57
O'Higgins,2026,3,44.71
O'Higgins,2026,4,60.29
O'Higgins,2026,5,62.86
O'Higgins,2026,6,61.43
O'Higgins,2026,7,48.29
O'Higgins,2026,8,48.29
O'Higgins,2026,9,46.29
O'Higgins,2026,10,59.43
O'Higgins,2026,11,53.43
O'Higgins,2026,12,72.57
O'Higgins,2026,13,72.43
O'Higgins,2026,14,63.29
O'Higgins,2026,15,71.86
O'Higgins,2026,16,67.43
O'Higgins,2026,17,72.57
O'Higgins,2026,18,68.43
O'Higgins,2026,19,63.57
O'Higgins,2026,20,66.43
O'Higgins,2026,21,72.71
O'Higgins,2026,22,69.14
O'Higgins,2026,23,81.71
O'Higgins,2026,24,72.86
O'Higgins,2026,25,65.67
Tarapacá,2014,1,72.6
Tarapacá,2014,2,73.0
Tarapacá,2014,3,71.43
Tarapacá,2014,4,70.57
Tarapacá,2014,5,69.57
Tarapacá,2014,6,72.43
Tarapacá,2014,7,73.86
Tarapacá,2014,8,72.43
Tarapacá,2014,9,74.57
Tarapacá,2014,10,77.86
Tarapacá,2014,11,77.57
Tarapacá,2014,12,77.43
Tarapacá,2014,13,77.14
Tarapacá,2014,14,74.57
Tarapacá,2014,15,79.57
Tarapacá,2014,16,78.86
Tarapacá,2014,17,80.86
Tarapacá,2014,18,80.71
Tarapacá,2014,19,81.57
Tarapacá,2014,20,80.86
Tarapacá,2014,21,79.0
Tarapacá,2014,22,77.14
Tarapacá,2014,23,81.71
Tarapacá,2014,24,78.14
Tarapacá,2014,25,79.14
Tarapacá,2014,26,80.0
Tarapacá,2014,27,81.14
Tarapacá,2014,28,76.71
Tarapacá,2014,29,77.86
Tarapacá,2014,30,75.0
Tarapacá,2014,31,71.86
Tarapacá,2014,32,78.29
Tarapacá,2014,33,73.29
Tarapacá,2014,34,79.0
Tarapacá,2014,35,72.29
Tarapacá,2014,36,76.43
Tarapacá,2014,37,78.0
Tarapacá,2014,38,77.29
Tarapacá,2014,39,77.71
Tarapacá,2014,40,76.71
Tarapacá,2014,41,77.0
Tarapacá,2014,42,75.57
Tarapacá,2014,43,74.71
Tarapacá,2014,44,75.71
Tarapacá,2014,45,76.86
Tarapacá,2014,46,74.14
Tarapacá,2014,47,73.86
Tarapacá,2014,48,75.43
Tarapacá,2014,49,74.29
Tarapacá,2014,50,76.57
Tarapacá,2014,51,75.14
